ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE,0.103,24.0,6.11,4.0,39.0,10.0,0.0,False,,4.5,4189.0,6.11,,,40.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,464.0,B0FSMSDD5K,2026-03-21,,,,,
In Stock,ACTIVE,0.286,61.0,6.11,10.0,35.0,10.0,0.0,False,,4.5,4189.0,6.11,,,42.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,470.0,B0FSMSDD5K,2026-03-20,,,,,
In Stock,ACTIVE,0.395,92.0,6.11,15.0,38.0,10.0,0.0,False,,4.5,4188.0,6.11,,,44.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,496.0,B0FSMSDD5K,2026-03-19,,,,,
In Stock,ACTIVE,0.133,37.0,6.1,6.0,45.0,10.0,0.0,False,,4.5,4186.0,6.1,,,43.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,483.0,B0FSMSDD5K,2026-03-18,,,,,
In Stock,ACTIVE,0.258,49.0,6.09,8.0,31.0,7.0,0.0,False,,4.5,4181.0,6.34,,,49.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,514.0,B0FSMSDD5K,2026-03-17,,,,,
In Stock,ACTIVE,0.161,32.0,6.33,5.0,31.0,7.0,0.0,False,,4.5,4181.0,6.33,,,46.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,506.0,B0FSMSDD5K,2026-03-16,,,,,
In Stock,ACTIVE,0.048,13.0,6.33,2.0,42.0,7.0,0.0,False,,4.5,4181.0,6.33,,,45.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,491.0,B0FSMSDD5K,2026-03-15,,,,,
In Stock,ACTIVE,0.36,57.0,6.33,9.0,25.0,7.0,0.0,False,,4.5,4179.0,6.33,,,45.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,495.0,B0FSMSDD5K,2026-03-14,,,,,
In Stock,ACTIVE,0.32,51.0,6.33,8.0,25.0,7.0,0.0,False,,4.5,4176.0,6.33,,,43.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,492.0,B0FSMSDD5K,2026-03-13,,,,,
In Stock,ACTIVE,0.344,69.0,6.3,11.0,32.0,7.0,0.0,False,,4.5,4175.0,6.33,,,42.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,491.0,B0FSMSDD5K,2026-03-12,,,,,
In Stock,ACTIVE,0.3,38.0,6.39,6.0,20.0,7.0,0.0,False,,4.5,4031.0,6.33,,,44.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,464.0,B0FSMSDD5K,2026-03-11,,,,,
In Stock,ACTIVE,0.219,44.0,6.33,7.0,32.0,7.0,0.0,False,,4.6,6515.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,466.0,B0FSMSDD5K,2026-03-10,,,,,
In Stock,ACTIVE,0.154,48.0,5.99,8.0,52.0,7.0,0.0,False,,4.6,6513.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,510.0,B0FSMSDD5K,2026-03-09,,,,,
In Stock,ACTIVE,0.161,54.0,5.99,9.0,56.0,7.0,0.0,False,,4.6,6510.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,449.0,B0FSMSDD5K,2026-03-08,,,,,
In Stock,ACTIVE,0.31,108.0,5.99,18.0,58.0,7.0,0.0,False,,4.6,6507.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,454.0,B0FSMSDD5K,2026-03-07,,,,,
In Stock,ACTIVE,0.513,120.0,5.99,20.0,39.0,7.0,0.0,False,,4.6,6501.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,474.0,B0FSMSDD5K,2026-03-06,,,,,
In Stock,ACTIVE,0.05599999999999999,12.0,5.99,2.0,36.0,7.0,0.0,False,,4.6,6495.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,473.0,B0FSMSDD5K,2026-03-05,,,,,
In Stock,ACTIVE,0.196,54.0,5.99,9.0,46.0,7.0,0.0,False,,4.6,6493.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,479.0,B0FSMSDD5K,2026-03-04,,,,,
In Stock,ACTIVE,0.224,66.0,5.99,11.0,49.0,7.0,0.0,False,,4.6,6492.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,480.0,B0FSMSDD5K,2026-03-03,,,,,
In Stock,ACTIVE,0.351,78.0,5.99,13.0,37.0,7.0,0.0,False,,4.6,6491.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,493.0,B0FSMSDD5K,2026-03-02,,,,,
In Stock,ACTIVE,0.217,78.0,5.99,13.0,60.0,7.0,0.0,False,,4.6,6490.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,499.0,B0FSMSDD5K,2026-03-01,,,,,
In Stock,ACTIVE,0.154,36.0,5.99,6.0,39.0,7.0,0.0,False,,4.6,6486.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,480.0,B0FSMSDD5K,2026-02-28,,,,,
In Stock,ACTIVE,0.414,72.0,5.99,12.0,29.0,7.0,0.0,False,,4.6,6485.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,491.0,B0FSMSDD5K,2026-02-27,,,,,
In Stock,ACTIVE,0.053,12.0,5.99,2.0,38.0,7.0,0.0,False,,4.6,6484.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,518.0,B0FSMSDD5K,2026-02-26,,,,,
In Stock,ACTIVE,0.109,30.0,5.99,5.0,46.0,7.0,0.0,False,,4.6,6484.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,440.0,B0FSMSDD5K,2026-02-25,,,,,
In Stock,ACTIVE,0.091,24.0,5.99,4.0,44.0,7.0,0.0,False,,4.6,6481.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,410.0,B0FSMSDD5K,2026-02-24,,,,,
In Stock,ACTIVE,0.171,36.0,5.99,6.0,35.0,7.0,0.0,False,,4.6,6479.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,438.0,B0FSMSDD5K,2026-02-23,,,,,
In Stock,ACTIVE,0.114,24.0,5.99,4.0,35.0,7.0,0.0,False,,4.6,6479.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,491.0,B0FSMSDD5K,2026-02-22,,,,,
In Stock,ACTIVE,0.184,42.0,5.99,7.0,38.0,7.0,0.0,False,,4.6,6479.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,432.0,B0FSMSDD5K,2026-02-21,,,,,
In Stock,ACTIVE,0.05599999999999999,12.0,5.99,2.0,36.0,7.0,0.0,False,,4.6,6470.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,459.0,B0FSMSDD5K,2026-02-20,,,,,
In Stock,ACTIVE,0.136,48.0,5.99,8.0,59.0,7.0,0.0,False,,4.6,6470.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,443.0,B0FSMSDD5K,2026-02-19,,,,,
In Stock,ACTIVE,0.204,67.0,6.1,11.0,54.0,7.0,0.0,False,,4.6,6470.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,334.0,B0FSMSDD5K,2026-02-18,,,,,
In Stock,ACTIVE,0.19,66.0,5.99,11.0,58.0,7.0,0.0,False,,4.6,6470.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,342.0,B0FSMSDD5K,2026-02-17,,,,,
In Stock,ACTIVE,0.17,54.0,5.99,9.0,53.0,7.0,0.0,False,,4.6,6470.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,346.0,B0FSMSDD5K,2026-02-16,,,,,
In Stock,ACTIVE,0.2,74.0,6.19,12.0,60.0,7.0,0.0,False,,4.6,6469.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,357.0,B0FSMSDD5K,2026-02-15,,,,,
In Stock,ACTIVE,0.051,12.0,5.99,2.0,39.0,7.0,0.0,False,,4.6,6469.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,328.0,B0FSMSDD5K,2026-02-14,,,,,
In Stock,ACTIVE,0.205,54.0,5.99,9.0,44.0,7.0,0.0,False,,4.6,6469.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,320.0,B0FSMSDD5K,2026-02-13,,,,,
In Stock,ACTIVE,0.133,36.0,5.99,6.0,45.0,7.0,0.0,False,,4.6,6468.0,5.99,,,16.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,315.0,B0FSMSDD5K,2026-02-12,,,,,
In Stock,ACTIVE,0.158,36.0,5.99,6.0,38.0,7.0,0.0,False,,4.6,6466.0,5.99,,,16.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,388.0,B0FSMSDD5K,2026-02-11,,,,,
In Stock,ACTIVE,0.068,18.0,5.99,3.0,44.0,7.0,0.0,False,,4.6,6462.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,297.0,B0FSMSDD5K,2026-02-10,,,,,
In Stock,ACTIVE,0.172,30.0,5.99,5.0,29.0,7.0,0.0,False,,4.6,6463.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,309.0,B0FSMSDD5K,2026-02-09,,,,,
In Stock,ACTIVE,0.087,24.0,5.99,4.0,46.0,7.0,0.0,False,,4.6,6463.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,309.0,B0FSMSDD5K,2026-02-08,,,,,
In Stock,ACTIVE,0.182,48.0,5.99,8.0,44.0,7.0,0.0,False,,4.6,6459.0,5.99,,,19.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,318.0,B0FSMSDD5K,2026-02-07,,,,,
In Stock,ACTIVE,0.075,18.0,5.99,3.0,40.0,7.0,0.0,False,,4.6,6458.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,322.0,B0FSMSDD5K,2026-02-06,,,,,
In Stock,ACTIVE,0.189,42.0,5.99,7.0,37.0,7.0,0.0,False,,4.6,6458.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,329.0,B0FSMSDD5K,2026-02-05,,,,,
In Stock,ACTIVE,0.065,24.0,5.99,4.0,62.0,7.0,0.0,False,,4.6,6458.0,5.99,,,19.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,333.0,B0FSMSDD5K,2026-02-04,,,,,
In Stock,ACTIVE,0.162,36.0,5.99,6.0,37.0,7.0,0.0,False,,4.6,6458.0,5.99,,,19.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,336.0,B0FSMSDD5K,2026-02-03,,,,,
In Stock,ACTIVE,0.148,24.0,5.99,4.0,27.0,7.0,0.0,False,,4.6,6457.0,5.99,,,19.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,336.0,B0FSMSDD5K,2026-02-02,,,,,
In Stock,ACTIVE,0.135,30.0,5.99,5.0,37.0,21.0,0.0,False,,4.6,6455.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,340.0,B0FSMSDD5K,2026-02-01,,,,,
In Stock,ACTIVE,0.241,78.0,5.99,13.0,54.0,7.0,0.0,False,,4.6,6453.0,5.99,,,20.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,True,Waste Management,353.0,B0FSMSDD5K,2026-01-31,,,,,
In Stock,ACTIVE,0.147,30.0,5.99,5.0,34.0,7.0,0.0,False,,4.6,6453.0,5.99,0.01060070671378092,0.0,22.0,Glad for Pets,1.593333333333333,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,335.0,B0FSMSDD5K,2026-01-30,4.78,0.0,3.0,283.0,0.0
In Stock,ACTIVE,0.038,12.0,5.99,2.0,52.0,7.0,0.0,False,,4.6,6452.0,5.99,0.01023890784982935,0.0,20.0,Glad for Pets,1.596666666666667,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,363.0,B0FSMSDD5K,2026-01-29,4.79,0.0,3.0,293.0,0.0
In Stock,ACTIVE,0.146,36.0,5.99,6.0,41.0,7.0,0.0,False,,4.6,6452.0,5.99,0.0,,20.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,368.0,B0FSMSDD5K,2026-01-28,0.0,0.0,0.0,143.0,0.0
In Stock,ACTIVE,0.131,48.0,5.99,8.0,61.0,7.0,0.0,False,,4.6,6449.0,5.99,0.003787878787878788,1.0,20.0,Glad for Pets,2.02,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,374.0,B0FSMSDD5K,2026-01-27,2.02,5.99,1.0,264.0,1.0
In Stock,ACTIVE,0.102,30.0,5.99,5.0,49.0,7.0,0.0,False,,4.6,6448.0,5.99,0.007067137809187279,0.5,19.0,Glad for Pets,1.595,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,379.0,B0FSMSDD5K,2026-01-26,3.19,5.29,2.0,283.0,1.0
In Stock,ACTIVE,0.049,18.0,5.99,3.0,61.0,7.0,0.0,False,,4.6,6446.0,5.99,0.02158273381294964,0.1666666666666667,19.0,Glad for Pets,1.905,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,380.0,B0FSMSDD5K,2026-01-25,11.43,5.99,6.0,278.0,1.0
In Stock,ACTIVE,0.205,48.0,5.99,8.0,39.0,7.0,0.0,False,,4.6,6445.0,5.99,0.00980392156862745,0.5,18.0,Glad for Pets,2.05,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,383.0,B0FSMSDD5K,2026-01-24,4.1,5.99,2.0,204.0,1.0
In Stock,ACTIVE,0.176,36.0,5.99,6.0,34.0,7.0,0.0,False,,4.6,6446.0,5.99,0.01345291479820628,0.3333333333333333,18.0,Glad for Pets,0.6,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,386.0,B0FSMSDD5K,2026-01-23,1.8,5.99,3.0,223.0,1.0
In Stock,ACTIVE,0.13,36.0,5.99,6.0,46.0,7.0,0.0,False,,4.6,6445.0,5.99,0.006944444444444444,0.0,18.0,Glad for Pets,2.25,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,397.0,B0FSMSDD5K,2026-01-22,2.25,0.0,1.0,144.0,0.0
In Stock,ACTIVE,0.087,24.0,5.99,4.0,46.0,7.0,0.0,False,,4.6,6442.0,5.99,0.005291005291005291,1.0,19.0,Glad for Pets,2.02,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,399.0,B0FSMSDD5K,2026-01-21,2.02,5.99,1.0,189.0,1.0
In Stock,ACTIVE,0.162,36.0,5.99,6.0,37.0,7.0,0.0,False,,4.6,6439.0,5.99,0.01932367149758454,0.0,17.0,Glad for Pets,1.8725,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,399.0,B0FSMSDD5K,2026-01-20,7.49,0.0,4.0,207.0,0.0
In Stock,ACTIVE,0.087,24.0,5.99,4.0,46.0,7.0,0.0,False,,4.6,6438.0,5.99,0.0,,16.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,407.0,B0FSMSDD5K,2026-01-19,0.0,0.0,0.0,198.0,0.0
In Stock,ACTIVE,0.113,48.0,5.99,8.0,71.0,7.0,0.0,False,,4.6,6437.0,5.99,0.02880658436213992,0.1428571428571428,17.0,Glad for Pets,1.541428571428571,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,415.0,B0FSMSDD5K,2026-01-18,10.79,5.29,7.0,243.0,1.0
In Stock,ACTIVE,0.216,66.0,5.99,11.0,51.0,7.0,0.0,False,,4.6,6436.0,5.99,0.009345794392523364,0.5,15.0,Glad for Pets,0.355,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,423.0,B0FSMSDD5K,2026-01-17,0.71,5.99,2.0,214.0,1.0
In Stock,ACTIVE,0.189,42.0,5.99,7.0,37.0,7.0,0.0,False,,4.6,6435.0,5.99,0.008784773060029283,0.3333333333333333,16.0,Glad for Pets,1.75,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,432.0,B0FSMSDD5K,2026-01-16,10.5,11.98,6.0,683.0,2.0
In Stock,ACTIVE,0.224,102.0,5.99,17.0,76.0,7.0,0.0,False,,4.6,6434.0,5.99,0.02084690553745928,0.34375,17.0,Glad for Pets,1.6725,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,443.0,B0FSMSDD5K,2026-01-15,53.52,65.39,32.0,1535.0,11.0
In Stock,ACTIVE,0.167,90.0,5.99,15.0,90.0,7.0,0.0,False,,4.6,6431.0,5.99,0.01938610662358643,0.2916666666666667,16.0,Glad for Pets,1.906666666666667,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,458.0,B0FSMSDD5K,2026-01-14,45.76,42.32,24.0,1238.0,7.0
In Stock,ACTIVE,0.189,84.0,5.99,14.0,74.0,7.0,0.0,False,,4.6,6430.0,5.99,0.03100088573959256,0.4,19.0,Glad for Pets,1.872,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,471.0,B0FSMSDD5K,2026-01-13,65.52,88.19,35.0,1129.0,14.0
In Stock,ACTIVE,0.147,84.0,5.99,14.0,95.0,7.0,0.0,False,,4.6,6430.0,5.99,0.02040816326530612,0.3548387096774194,17.0,Glad for Pets,1.555483870967742,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,486.0,B0FSMSDD5K,2026-01-12,48.22,63.99,31.0,1519.0,11.0
In Stock,ACTIVE,0.204,66.0,5.99,11.0,54.0,7.0,0.0,False,,4.6,6429.0,5.99,0.0,,16.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,496.0,B0FSMSDD5K,2026-01-11,0.0,0.0,0.0,18.0,0.0
In Stock,ACTIVE,0.096,30.0,5.99,5.0,52.0,7.0,0.0,False,,4.6,6427.0,5.99,,,15.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,503.0,B0FSMSDD5K,2026-01-10,,,,,
In Stock,ACTIVE,0.238,60.0,5.99,10.0,42.0,7.0,0.0,False,,4.6,6424.0,5.99,,,17.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,508.0,B0FSMSDD5K,2026-01-09,,,,,
In Stock,ACTIVE,0.102,30.0,5.99,5.0,49.0,8.0,0.0,False,,4.6,6421.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,512.0,B0FSMSDD5K,2026-01-08,,,,,
In Stock,ACTIVE,0.146,42.0,5.99,7.0,48.0,8.0,0.0,False,,4.6,6416.0,5.99,,,18.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,528.0,B0FSMSDD5K,2026-01-07,,,,,
In Stock,ACTIVE,0.224,66.0,5.99,11.0,49.0,8.0,0.0,False,,4.6,6407.0,5.99,,,19.0,Glad for Pets,,"B0FSMSDD5K (Glad for Pets OPP Scented Waste Bags Refill Rolls, 6 rolls/90 Bags - Mixed Colors)",[],True,True,True,False,Waste Management,547.0,B0FSMSDD5K,2026-01-06,,,,,
