key,cust,mstyle,model_base,model_vp2,baseline_mode_base,baseline_mode_vp2,old_wkly,new_wkly,old_26w,new_26w,delta_units,delta_pct
1864-BB22117,"AMAZON.COM.KYDC,INC",BB22117,Croston's,Croston's,,,13.6,13.6,354,354,0,0.0
1864-BB22255,"AMAZON.COM.KYDC,INC",BB22255,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB22257,"AMAZON.COM.KYDC,INC",BB22257,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB22272PCS2,"AMAZON.COM.KYDC,INC",BB22272PCS2,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-BB23576,"AMAZON.COM.KYDC,INC",BB23576,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB23576PCS6,"AMAZON.COM.KYDC,INC",BB23576PCS6,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB24711PCS2,"AMAZON.COM.KYDC,INC",BB24711PCS2,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB24877PX8,"AMAZON.COM.KYDC,INC",BB24877PX8,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB25519,"AMAZON.COM.KYDC,INC",BB25519,Heuristic,Heuristic,,,19.6,19.6,510,510,0,0.0
1864-BB25519PCS6,"AMAZON.COM.KYDC,INC",BB25519PCS6,Sparse Intermittent,Sparse Intermittent,,,0.6,0.6,16,16,0,0.0
1864-BB26053PCS8,"AMAZON.COM.KYDC,INC",BB26053PCS8,Croston's,Croston's,,,0.8,0.8,22,22,0,0.0
1864-BB26279,"AMAZON.COM.KYDC,INC",BB26279,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB26280PCS12,"AMAZON.COM.KYDC,INC",BB26280PCS12,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB26411PCS8,"AMAZON.COM.KYDC,INC",BB26411PCS8,Sparse Intermittent,Sparse Intermittent,,,1.2,1.2,30,30,0,0.0
1864-BB26411PX2,"AMAZON.COM.KYDC,INC",BB26411PX2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB26584PCS8,"AMAZON.COM.KYDC,INC",BB26584PCS8,Croston's,Croston's,,,0.0,0.0,1,1,0,0.0
1864-BB26587PCS10,"AMAZON.COM.KYDC,INC",BB26587PCS10,Heuristic,Heuristic,,,0.5,0.5,13,13,0,0.0
1864-BB26612,"AMAZON.COM.KYDC,INC",BB26612,Croston's,Croston's,,,221.5,221.5,5760,5760,0,0.0
1864-BB26612PCS12,"AMAZON.COM.KYDC,INC",BB26612PCS12,Croston's,Croston's,,,6.5,6.5,168,168,0,0.0
1864-BB26612PCS2,"AMAZON.COM.KYDC,INC",BB26612PCS2,Sparse Intermittent,Sparse Intermittent,,,4.2,4.2,108,108,0,0.0
1864-BB26613PCS10,"AMAZON.COM.KYDC,INC",BB26613PCS10,Sparse Intermittent,Sparse Intermittent,,,0.1,0.1,2,2,0,0.0
1864-BB26614PCS8,"AMAZON.COM.KYDC,INC",BB26614PCS8,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB26737,"AMAZON.COM.KYDC,INC",BB26737,Sparse Intermittent,Sparse Intermittent,,,16.2,16.2,420,420,0,0.0
1864-BB26739PCS8,"AMAZON.COM.KYDC,INC",BB26739PCS8,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB27019PCS2,"AMAZON.COM.KYDC,INC",BB27019PCS2,Croston's,Croston's,,,20.6,20.6,535,535,0,0.0
1864-BB27019PX10,"AMAZON.COM.KYDC,INC",BB27019PX10,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB27206PX8,"AMAZON.COM.KYDC,INC",BB27206PX8,Sparse Intermittent,Sparse Intermittent,,,0.4,0.4,10,10,0,0.0
1864-BB27359/10,"AMAZON.COM.KYDC,INC",BB27359/10,New/Relaunch,New/Relaunch,,,7.7,7.7,200,200,0,0.0
1864-BB27359PCS12,"AMAZON.COM.KYDC,INC",BB27359PCS12,Croston's,Croston's,,,1.5,1.5,39,39,0,0.0
1864-BB28325PCS10,"AMAZON.COM.KYDC,INC",BB28325PCS10,Sparse Intermittent,Sparse Intermittent,,,1.7,1.7,45,45,0,0.0
1864-BB28360,"AMAZON.COM.KYDC,INC",BB28360,Croston's,Croston's,,,558.5,558.5,14520,14520,0,0.0
1864-BB28360PCS12,"AMAZON.COM.KYDC,INC",BB28360PCS12,Croston's,Croston's,,,1.0,1.0,25,25,0,0.0
1864-BB28360PX2,"AMAZON.COM.KYDC,INC",BB28360PX2,Sparse Intermittent,Sparse Intermittent,,,22.8,22.8,594,594,0,0.0
1864-BB29120PCS6,"AMAZON.COM.KYDC,INC",BB29120PCS6,Croston's,Croston's,,,0.5,0.5,13,13,0,0.0
1864-BB29489,"AMAZON.COM.KYDC,INC",BB29489,Croston's,Croston's,,,166.2,166.2,4320,4320,0,0.0
1864-BB29489PCS2,"AMAZON.COM.KYDC,INC",BB29489PCS2,Sparse Intermittent,Sparse Intermittent,,,4.2,4.2,108,108,0,0.0
1864-BB29561,"AMAZON.COM.KYDC,INC",BB29561,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 6828 units),L13 nz-avg (OOS: fill-rate 8% over 6828 units),718.6,718.6,18684,18684,0,0.0
1864-BB29712,"AMAZON.COM.KYDC,INC",BB29712,Croston's,Croston's,,,34.2,34.2,888,888,0,0.0
1864-BB29712PCS6,"AMAZON.COM.KYDC,INC",BB29712PCS6,Heuristic,Heuristic,,,1.3,1.3,35,35,0,0.0
1864-BB29713,"AMAZON.COM.KYDC,INC",BB29713,Heuristic,Heuristic,,,51.2,51.2,1332,1332,0,0.0
1864-BB29713PCS6,"AMAZON.COM.KYDC,INC",BB29713PCS6,Croston's,Croston's,,,0.5,0.5,13,13,0,0.0
1864-BB29714PCS6,"AMAZON.COM.KYDC,INC",BB29714PCS6,Croston's,Croston's,,,0.9,0.9,23,23,0,0.0
1864-BB30050,"AMAZON.COM.KYDC,INC",BB30050,Reactivating,Reactivating,,,12.0,12.0,312,312,0,0.0
1864-BB30139,"AMAZON.COM.KYDC,INC",BB30139,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 544 units),L13 nz-avg (OOS: fill-rate 11% over 544 units),65.8,65.8,1712,1712,0,0.0
1864-BB30139PCS2,"AMAZON.COM.KYDC,INC",BB30139PCS2,Sparse Intermittent,Sparse Intermittent,,,6.2,6.2,160,160,0,0.0
1864-BB30139PCS8,"AMAZON.COM.KYDC,INC",BB30139PCS8,Croston's,Croston's,,,0.5,0.5,13,13,0,0.0
1864-BB30176,"AMAZON.COM.KYDC,INC",BB30176,Sparse Intermittent,Sparse Intermittent,,,11.1,11.1,288,288,0,0.0
1864-BB30188,"AMAZON.COM.KYDC,INC",BB30188,Croston's,Croston's,,,958.2,958.2,24912,24912,0,0.0
1864-BB30276,"AMAZON.COM.KYDC,INC",BB30276,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB30276PCS6,"AMAZON.COM.KYDC,INC",BB30276PCS6,Sparse Intermittent,Sparse Intermittent,,,0.5,0.5,14,14,0,0.0
1864-BB30278,"AMAZON.COM.KYDC,INC",BB30278,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB30279,"AMAZON.COM.KYDC,INC",BB30279,Croston's,Croston's,,,11.5,11.5,300,300,0,0.0
1864-BB30317,"AMAZON.COM.KYDC,INC",BB30317,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB30317PCS12,"AMAZON.COM.KYDC,INC",BB30317PCS12,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB30371,"AMAZON.COM.KYDC,INC",BB30371,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB30371PCS12,"AMAZON.COM.KYDC,INC",BB30371PCS12,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB30371PCS2,"AMAZON.COM.KYDC,INC",BB30371PCS2,Heuristic,Heuristic,,,0.0,0.0,0,0,0,0
1864-BB30424/10,"AMAZON.COM.KYDC,INC",BB30424/10,New/Relaunch,New/Relaunch,,,7.7,7.7,200,200,0,0.0
1864-BB30424PCS12,"AMAZON.COM.KYDC,INC",BB30424PCS12,New/Relaunch,New/Relaunch,,,5.4,5.4,141,141,0,0.0
1864-BB30587,"AMAZON.COM.KYDC,INC",BB30587,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB31165,"AMAZON.COM.KYDC,INC",BB31165,Sparse Intermittent,Sparse Intermittent,,,5.5,5.5,144,144,0,0.0
1864-BB31203,"AMAZON.COM.KYDC,INC",BB31203,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB31203PCS4,"AMAZON.COM.KYDC,INC",BB31203PCS4,Croston's,Croston's,,,0.2,0.2,5,5,0,0.0
1864-BB31204,"AMAZON.COM.KYDC,INC",BB31204,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB31204PCS6,"AMAZON.COM.KYDC,INC",BB31204PCS6,Heuristic,Heuristic,,,1.4,1.4,37,37,0,0.0
1864-BB31205,"AMAZON.COM.KYDC,INC",BB31205,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB31205PCS4,"AMAZON.COM.KYDC,INC",BB31205PCS4,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB31256,"AMAZON.COM.KYDC,INC",BB31256,Sparse Intermittent,Sparse Intermittent,,,0.5,0.5,12,12,0,0.0
1864-BB31256PCS2,"AMAZON.COM.KYDC,INC",BB31256PCS2,Croston's,Croston's,,,4.5,4.5,117,117,0,0.0
1864-BB31374,"AMAZON.COM.KYDC,INC",BB31374,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 88 units),L13 nz-avg (OOS: fill-rate 0% over 88 units),0.0,0.0,0,0,0,0
1864-BB31473PCS12,"AMAZON.COM.KYDC,INC",BB31473PCS12,Croston's,Croston's,,,3.5,3.5,90,90,0,0.0
1864-BB31473PCS2,"AMAZON.COM.KYDC,INC",BB31473PCS2,Croston's,Croston's,,,11.1,11.1,288,288,0,0.0
1864-BB31552,"AMAZON.COM.KYDC,INC",BB31552,Croston's,Croston's,,,1062.0,1062.0,27612,27612,0,0.0
1864-BB31552PCS24,"AMAZON.COM.KYDC,INC",BB31552PCS24,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-BB31553,"AMAZON.COM.KYDC,INC",BB31553,Croston's,Croston's,,,166.8,166.8,4338,4338,0,0.0
1864-BB31553CLR/9,"AMAZON.COM.KYDC,INC",BB31553CLR/9,New/Relaunch,New/Relaunch,,,6.9,6.9,180,180,0,0.0
1864-BB31553PCS24,"AMAZON.COM.KYDC,INC",BB31553PCS24,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB31553PX3,"AMAZON.COM.KYDC,INC",BB31553PX3,New/Relaunch,New/Relaunch,,,7.4,7.4,192,192,0,0.0
1864-BB31641,"AMAZON.COM.KYDC,INC",BB31641,Croston's,Croston's,,,133.4,133.4,3468,3468,0,0.0
1864-BB31641PCS6,"AMAZON.COM.KYDC,INC",BB31641PCS6,Croston's,Croston's,,,2.9,2.9,76,76,0,0.0
1864-BB31649,"AMAZON.COM.KYDC,INC",BB31649,Croston's,Croston's,,,30.5,30.5,792,792,0,0.0
1864-BB31649PCS12,"AMAZON.COM.KYDC,INC",BB31649PCS12,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB32329,"AMAZON.COM.KYDC,INC",BB32329,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB32329PCS2,"AMAZON.COM.KYDC,INC",BB32329PCS2,New/Relaunch,New/Relaunch,,,5.1,5.1,132,132,0,0.0
1864-BB32921,"AMAZON.COM.KYDC,INC",BB32921,Croston's,Croston's,,,10.2,10.2,264,264,0,0.0
1864-BB33028,"AMAZON.COM.KYDC,INC",BB33028,Croston's,Croston's,,,15.7,15.7,408,408,0,0.0
1864-BB33045,"AMAZON.COM.KYDC,INC",BB33045,Heuristic,Heuristic,,,28.6,28.6,744,744,0,0.0
1864-BB33048,"AMAZON.COM.KYDC,INC",BB33048,Croston's,Croston's,,,3.7,3.7,96,96,0,0.0
1864-BB33124,"AMAZON.COM.KYDC,INC",BB33124,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB33242,"AMAZON.COM.KYDC,INC",BB33242,Sparse Intermittent,Sparse Intermittent,,,0.0,2.8,0,72,72,0
1864-BB33242PCS12,"AMAZON.COM.KYDC,INC",BB33242PCS12,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB33242PCS2,"AMAZON.COM.KYDC,INC",BB33242PCS2,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB33243PCS12,"AMAZON.COM.KYDC,INC",BB33243PCS12,Sparse Intermittent,Sparse Intermittent,,,0.1,0.1,3,3,0,0.0
1864-BB33246PCS12,"AMAZON.COM.KYDC,INC",BB33246PCS12,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB33246PCS2,"AMAZON.COM.KYDC,INC",BB33246PCS2,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB33248PCS12,"AMAZON.COM.KYDC,INC",BB33248PCS12,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-BB33249,"AMAZON.COM.KYDC,INC",BB33249,Sparse Intermittent,Sparse Intermittent,,,0.0,20.3,0,528,528,0
1864-BB33249PCS12,"AMAZON.COM.KYDC,INC",BB33249PCS12,Sparse Intermittent,Sparse Intermittent,,,0.5,0.5,12,12,0,0.0
1864-BB33249PCS2,"AMAZON.COM.KYDC,INC",BB33249PCS2,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB33703,"AMAZON.COM.KYDC,INC",BB33703,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB33703PCS2,"AMAZON.COM.KYDC,INC",BB33703PCS2,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB33706,"AMAZON.COM.KYDC,INC",BB33706,Croston's,Croston's,,,177.7,177.7,4620,4620,0,0.0
1864-BB33706PDQ,"AMAZON.COM.KYDC,INC",BB33706PDQ,Sparse Intermittent,Sparse Intermittent,,,122.5,122.5,3186,3186,0,0.0
1864-BB33708PDQ,"AMAZON.COM.KYDC,INC",BB33708PDQ,Croston's,Croston's,,,651.0,651.0,16926,16926,0,0.0
1864-BB33722,"AMAZON.COM.KYDC,INC",BB33722,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 242 units),L13 nz-avg (OOS: fill-rate 0% over 242 units),24.0,24.0,624,624,0,0.0
1864-BB34390,"AMAZON.COM.KYDC,INC",BB34390,Heuristic,Heuristic,,,10.2,10.2,264,264,0,0.0
1864-BB34682,"AMAZON.COM.KYDC,INC",BB34682,Sparse Intermittent,Sparse Intermittent,,,11.8,11.8,306,306,0,0.0
1864-BB34682PCS2,"AMAZON.COM.KYDC,INC",BB34682PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB34682PCS6,"AMAZON.COM.KYDC,INC",BB34682PCS6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-BB34683,"AMAZON.COM.KYDC,INC",BB34683,Sparse Intermittent,Sparse Intermittent,,,10.2,10.2,264,264,0,0.0
1864-BB34683PCS2,"AMAZON.COM.KYDC,INC",BB34683PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB34683PCS6,"AMAZON.COM.KYDC,INC",BB34683PCS6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-BB34711,"AMAZON.COM.KYDC,INC",BB34711,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 1848 units),L13 nz-avg (OOS: fill-rate 0% over 1848 units),172.6,172.6,4488,4488,0,0.0
1864-BB34712,"AMAZON.COM.KYDC,INC",BB34712,Sparse Intermittent,Sparse Intermittent,,,11.1,11.1,288,288,0,0.0
1864-BB35041PCS6,"AMAZON.COM.KYDC,INC",BB35041PCS6,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB35043PCS12,"AMAZON.COM.KYDC,INC",BB35043PCS12,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB35094CAN,"AMAZON.COM.KYDC,INC",BB35094CAN,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB35095,"AMAZON.COM.KYDC,INC",BB35095,Sparse Intermittent,Sparse Intermittent,,,126.9,126.9,3300,3300,0,0.0
1864-BB35097PCS3,"AMAZON.COM.KYDC,INC",BB35097PCS3,Croston's,Croston's,,,0.1,0.1,3,3,0,0.0
1864-BB35098PCS6,"AMAZON.COM.KYDC,INC",BB35098PCS6,Croston's,Croston's,,,3.5,3.5,92,92,0,0.0
1864-BB35103PCS12,"AMAZON.COM.KYDC,INC",BB35103PCS12,Heuristic,Heuristic,,,0.0,0.0,0,0,0,0
1864-BB35237,"AMAZON.COM.KYDC,INC",BB35237,Inactive+Floor (R3),Inactive+Floor (R3),,,3.0,3.0,78,78,0,0.0
1864-BB35514PCS6,"AMAZON.COM.KYDC,INC",BB35514PCS6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-BB35515,"AMAZON.COM.KYDC,INC",BB35515,Sparse Intermittent,Sparse Intermittent,,,3.2,3.2,84,84,0,0.0
1864-BB35516,"AMAZON.COM.KYDC,INC",BB35516,Sparse Intermittent,Sparse Intermittent,,,0.9,0.9,24,24,0,0.0
1864-BB35516PCS2,"AMAZON.COM.KYDC,INC",BB35516PCS2,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB35516PCS6,"AMAZON.COM.KYDC,INC",BB35516PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB35517,"AMAZON.COM.KYDC,INC",BB35517,Sparse Intermittent,Sparse Intermittent,,,1.4,1.4,36,36,0,0.0
1864-BB35517PCS6,"AMAZON.COM.KYDC,INC",BB35517PCS6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-BB35518,"AMAZON.COM.KYDC,INC",BB35518,Sparse Intermittent,Sparse Intermittent,,,3.2,3.2,84,84,0,0.0
1864-BB35519,"AMAZON.COM.KYDC,INC",BB35519,Heuristic,Heuristic,,,15.2,15.2,396,396,0,0.0
1864-BB35519PCS6,"AMAZON.COM.KYDC,INC",BB35519PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB35520,"AMAZON.COM.KYDC,INC",BB35520,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB35520PCS2,"AMAZON.COM.KYDC,INC",BB35520PCS2,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB35520PCS6,"AMAZON.COM.KYDC,INC",BB35520PCS6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-BB35522,"AMAZON.COM.KYDC,INC",BB35522,Sparse Intermittent,Sparse Intermittent,,,19.4,19.4,504,504,0,0.0
1864-BB35522PCS6,"AMAZON.COM.KYDC,INC",BB35522PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB35639PCS6,"AMAZON.COM.KYDC,INC",BB35639PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB35649,"AMAZON.COM.KYDC,INC",BB35649,Sparse Intermittent,Sparse Intermittent,,,5.1,5.1,132,132,0,0.0
1864-BB35649PCS6,"AMAZON.COM.KYDC,INC",BB35649PCS6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-BB35722,"AMAZON.COM.KYDC,INC",BB35722,Sparse Intermittent,Sparse Intermittent,,,6.9,6.9,180,180,0,0.0
1864-BB35723,"AMAZON.COM.KYDC,INC",BB35723,Croston's,Croston's,,,8.1,8.1,210,210,0,0.0
1864-BB35723PCS6,"AMAZON.COM.KYDC,INC",BB35723PCS6,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB35724,"AMAZON.COM.KYDC,INC",BB35724,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 106 units),L13 nz-avg (OOS: fill-rate 0% over 106 units),6.0,6.0,156,156,0,0.0
1864-BB35913,"AMAZON.COM.KYDC,INC",BB35913,Sparse Intermittent,Sparse Intermittent,,,9.7,9.7,252,252,0,0.0
1864-BB35913PCS2,"AMAZON.COM.KYDC,INC",BB35913PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB35913PCS6,"AMAZON.COM.KYDC,INC",BB35913PCS6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-BB35914,"AMAZON.COM.KYDC,INC",BB35914,Sparse Intermittent,Sparse Intermittent,,,10.2,10.2,264,264,0,0.0
1864-BB35914PCS2,"AMAZON.COM.KYDC,INC",BB35914PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB35914PCS6,"AMAZON.COM.KYDC,INC",BB35914PCS6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-BB36058CLR/12,"AMAZON.COM.KYDC,INC",BB36058CLR/12,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB36083,"AMAZON.COM.KYDC,INC",BB36083,Heuristic,Heuristic,,,56.3,56.3,1464,1464,0,0.0
1864-BB36083PCS8,"AMAZON.COM.KYDC,INC",BB36083PCS8,Heuristic,Heuristic,,,2.9,2.9,75,75,0,0.0
1864-BB36086,"AMAZON.COM.KYDC,INC",BB36086,Heuristic,Heuristic,,,174.9,174.9,4548,4548,0,0.0
1864-BB36086PCS12,"AMAZON.COM.KYDC,INC",BB36086PCS12,Heuristic,Heuristic,,,3.9,3.9,102,102,0,0.0
1864-BB36089,"AMAZON.COM.KYDC,INC",BB36089,Heuristic,Heuristic,,,160.2,160.2,4164,4164,0,0.0
1864-BB36089PCS12,"AMAZON.COM.KYDC,INC",BB36089PCS12,Heuristic,Heuristic,,,5.6,5.6,146,146,0,0.0
1864-BB36134,"AMAZON.COM.KYDC,INC",BB36134,Heuristic,Heuristic,,,118.4,118.4,3078,3078,0,0.0
1864-BB36134PCS6,"AMAZON.COM.KYDC,INC",BB36134PCS6,Heuristic,Heuristic,,,9.3,9.3,241,241,0,0.0
1864-BB36137,"AMAZON.COM.KYDC,INC",BB36137,Heuristic,Heuristic,,,112.4,112.4,2922,2922,0,0.0
1864-BB36137PCS6,"AMAZON.COM.KYDC,INC",BB36137PCS6,Heuristic,Heuristic,,,4.0,4.0,105,105,0,0.0
1864-BB36140,"AMAZON.COM.KYDC,INC",BB36140,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB36140PCS6,"AMAZON.COM.KYDC,INC",BB36140PCS6,Heuristic,Heuristic,,,8.2,8.2,213,213,0,0.0
1864-BB36234,"AMAZON.COM.KYDC,INC",BB36234,Croston's,Croston's,,,19.4,19.4,504,504,0,0.0
1864-BB36316PCS6,"AMAZON.COM.KYDC,INC",BB36316PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB36317,"AMAZON.COM.KYDC,INC",BB36317,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-BB36317PCS6,"AMAZON.COM.KYDC,INC",BB36317PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB36318,"AMAZON.COM.KYDC,INC",BB36318,Croston's,Croston's,,,2.5,2.5,66,66,0,0.0
1864-BB36318PCS6,"AMAZON.COM.KYDC,INC",BB36318PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB36319,"AMAZON.COM.KYDC,INC",BB36319,Croston's,Croston's,,,0.5,0.5,12,12,0,0.0
1864-BB36319PCS6,"AMAZON.COM.KYDC,INC",BB36319PCS6,New/Relaunch,New/Relaunch,,,5.2,5.2,135,135,0,0.0
1864-BB36558,"AMAZON.COM.KYDC,INC",BB36558,Sparse Intermittent,Sparse Intermittent,,,43.3,43.3,1125,1125,0,0.0
1864-BB36670,"AMAZON.COM.KYDC,INC",BB36670,Sparse Intermittent,Sparse Intermittent,,,0.9,0.9,24,24,0,0.0
1864-BB36671,"AMAZON.COM.KYDC,INC",BB36671,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB36671PCS3,"AMAZON.COM.KYDC,INC",BB36671PCS3,Sparse Intermittent,Sparse Intermittent,,,6.3,6.3,165,165,0,0.0
1864-BB36796,"AMAZON.COM.KYDC,INC",BB36796,Sparse Intermittent,Sparse Intermittent,,,2.3,2.3,60,60,0,0.0
1864-BB36896,"AMAZON.COM.KYDC,INC",BB36896,Sparse Intermittent,Sparse Intermittent,,,52.6,52.6,1368,1368,0,0.0
1864-BB36898,"AMAZON.COM.KYDC,INC",BB36898,Sparse Intermittent,Sparse Intermittent,,,37.4,37.4,972,972,0,0.0
1864-BB36976,"AMAZON.COM.KYDC,INC",BB36976,Sparse Intermittent,Sparse Intermittent,,,8.3,8.3,216,216,0,0.0
1864-BB36979,"AMAZON.COM.KYDC,INC",BB36979,Heuristic,Heuristic,,,11.1,11.1,288,288,0,0.0
1864-BB36980,"AMAZON.COM.KYDC,INC",BB36980,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-BB36981,"AMAZON.COM.KYDC,INC",BB36981,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 390 units),L13 nz-avg (OOS: fill-rate 2% over 390 units),20.3,20.3,528,528,0,0.0
1864-BB36981PCS6,"AMAZON.COM.KYDC,INC",BB36981PCS6,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB36982PCS6,"AMAZON.COM.KYDC,INC",BB36982PCS6,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB36989PCS10,"AMAZON.COM.KYDC,INC",BB36989PCS10,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-BB36990PCS10,"AMAZON.COM.KYDC,INC",BB36990PCS10,Sparse Intermittent,Sparse Intermittent,,,0.7,0.7,18,18,0,0.0
1864-BB37425,"AMAZON.COM.KYDC,INC",BB37425,Sparse Intermittent,Sparse Intermittent,,,13.8,13.8,360,360,0,0.0
1864-BB37426,"AMAZON.COM.KYDC,INC",BB37426,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 1316 units),L13 nz-avg (OOS: fill-rate 7% over 1316 units),66.9,66.9,1740,1740,0,0.0
1864-BB37426PCS10,"AMAZON.COM.KYDC,INC",BB37426PCS10,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-BB38258,"AMAZON.COM.KYDC,INC",BB38258,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-BB38262,"AMAZON.COM.KYDC,INC",BB38262,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB38263,"AMAZON.COM.KYDC,INC",BB38263,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-BB38264,"AMAZON.COM.KYDC,INC",BB38264,Inactive,Inactive,,,0.0,0.0,0,0,0,0
