key,cust,mstyle,desc,model,baseline_mode,old_wkly,new_wkly,old_26w,new_26w,delta_pct
1864-FF12825PCS12,"AMAZON.COM.KYDC,INC",FF12825PCS12,Wags & Wiggles Freshen Deodorizing Wipes,Sparse Intermittent,,0.2,0.2,6,6,0.0
1864-FF12837,"AMAZON.COM.KYDC,INC",FF12837,Arm & Hammer Deodorizing & Dander Reduci,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 9342 units),0.0,853.8,0,22200,0
1864-FF12842PCS12,"AMAZON.COM.KYDC,INC",FF12842PCS12,Wet Ones Anti-Bacterial All Purpose Wipe,Sparse Intermittent,,4.7,4.7,122,122,0.0
1864-FF12850,"AMAZON.COM.KYDC,INC",FF12850,"Wet Ones Eye, Ear & Snout Wipe for Dogs ",Sparse Intermittent,,290.8,290.8,7560,7560,0.0
1864-FF12850PCS2,"AMAZON.COM.KYDC,INC",FF12850PCS2,"Wet Ones Eye, Ear & Snout Wipe for Dogs ",Croston's,,6.0,6.0,156,156,0.0
1864-FF12850PCS24,"AMAZON.COM.KYDC,INC",FF12850PCS24,"Wet Ones Eye, Ear & Snout Wipe for Dogs ",Sparse Intermittent,,0.3,0.3,9,9,0.0
1864-FF12850PCS8,"AMAZON.COM.KYDC,INC",FF12850PCS8,"Wet Ones Eye, Ear & Snout Wipe for Dogs ",New/Relaunch,,0.0,6.0,0,156,0
1864-FF12852,"AMAZON.COM.KYDC,INC",FF12852,Wet Ones Multipurpose Wipe for Cats - 10,Croston's,,0.0,100.2,0,2604,0
1864-FF13116,"AMAZON.COM.KYDC,INC",FF13116,FRIENDS: Central Perk Coffee Plush Squea,Inactive,,0.0,0.0,0,0,0
1864-FF13421AU,AMAZON AUSTRALIA,FF13421AU,A&H Jar Toothpaste w/ 2 Microfiber Brush,Inactive,,0.0,0.0,0,0,0
1864-FF13874,"AMAZON.COM.KYDC,INC",FF13874,"Arm & Hammer Xsm Disposable Diapers-12"" ",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 7176 units),749.5,749.8,19488,19494,0.0
1864-FF13874PX6,"AMAZON.COM.KYDC,INC",FF13874PX6,"Arm & Hammer Xsm Diapers-12"" -15"" Waist ",New/Relaunch,,0.0,5.0,0,130,0
1864-FF13875PX6,"AMAZON.COM.KYDC,INC",FF13875PX6,"Arm & Hammer Small Diapers-15"" -19"" Wais",New/Relaunch,,0.0,5.0,0,130,0
1864-FF13876PX6,"AMAZON.COM.KYDC,INC",FF13876PX6,"Arm & Hammer Med. Diapers-16.5""-21"" Wais",New/Relaunch,,0.0,5.0,0,130,0
1864-FF13877PX6,"AMAZON.COM.KYDC,INC",FF13877PX6,"Arm & Hammer Lrg. Diapers-18""-23"" Waist ",OTB (zero),,0.0,0.0,0,0,0
1864-FF13878PX6,"AMAZON.COM.KYDC,INC",FF13878PX6,"Arm & Hammer Xsm. Male Wraps-9"" -14"" Wai",New/Relaunch,,0.0,5.0,0,130,0
1864-FF14076,"AMAZON.COM.KYDC,INC",FF14076,WB Horror: Jason Voorhees Figure Plush T,Reactivating,,0.0,12.0,0,312,0
1864-FF14302,"AMAZON.COM.KYDC,INC",FF14302,"Rudolph: 7.5"" Clarice Rope Head Toy",Inactive,,0.0,0.0,0,0,0
1864-FF14303,"AMAZON.COM.KYDC,INC",FF14303,"Rudolph: 7.5"" Bumble Rope Head Toy (Blue",Inactive,,0.0,0.0,0,0,0
1864-FF14365,"AMAZON.COM.KYDC,INC",FF14365,Wet Ones Hypoallergenic Wipe for Dogs - ,Sparse Intermittent,,0.0,18.5,0,480,0
1864-FF14646,"AMAZON.COM.KYDC,INC",FF14646,Warner Bros: Horror Beetlejuice Plush Fi,Inactive,,0.0,0.0,0,0,0
1864-FF15308/24,"AMAZON.COM.KYDC,INC",FF15308/24,"Peanuts: 9"" Holiday Snoopy Santa & Woods",Croston's,,0.0,0.0,0,0,0
1864-FF15588,"AMAZON.COM.KYDC,INC",FF15588,Palmer's for Pets Paw Pad & Nose Balm On,OTB (zero),,0.0,0.0,0,0,0
1864-FF15747,"AMAZON.COM.KYDC,INC",FF15747,Arm & Hammer: Scrubbies Puppy Chew Ring ,Sparse Intermittent,,0.0,12.9,0,336,0
1864-FF15850BL,"AMAZON.COM.KYDC,INC",FF15850BL,"Peeps: 4"" Dress-up Bunnies Vinyl Squeake",Inactive,,0.0,0.0,0,0,0
1864-FF16027,"AMAZON.COM.KYDC,INC",FF16027,"Peeps: 6"" Bunny Rope Ring Pull Pet Toy- ",Inactive,,0.0,0.0,0,0,0
1864-FF16968,"AMAZON.COM.KYDC,INC",FF16968,"Looney Tunes: Halloween 4"" Tweety DM Plu",Inactive,,0.0,0.0,0,0,0
1864-FF16970,"AMAZON.COM.KYDC,INC",FF16970,"Looney Tunes: Halloween 4"" Daffy DM Plus",Inactive,,0.0,0.0,0,0,0
1864-FF16971,"AMAZON.COM.KYDC,INC",FF16971,"Looney Tunes: Halloween 4"" Sylvester DM ",Inactive,,0.0,0.0,0,0,0
1864-FF17544,"AMAZON.COM.KYDC,INC",FF17544,Amazon Private Label: Rawhide-free Stick,Inactive,,0.0,0.0,0,0,0
1864-FF17546,"AMAZON.COM.KYDC,INC",FF17546,Amazon Private Label: Rawhide-free Twist,Inactive,,0.0,0.0,0,0,0
1864-FF17547,"AMAZON.COM.KYDC,INC",FF17547,Amazon Private Label: Rawhide-free Stick,Inactive,,0.0,0.0,0,0,0
1864-FF17552,"AMAZON.COM.KYDC,INC",FF17552,Amazon Private Label: Rawhide-free Chick,Inactive,,0.0,0.0,0,0,0
1864-FF17553,"AMAZON.COM.KYDC,INC",FF17553,Amazon Private Label: Rawhide-free Chick,Inactive,,0.0,0.0,0,0,0
1864-FF17554,"AMAZON.COM.KYDC,INC",FF17554,Amazon Private Label: Rawhide-free Twist,Inactive,,0.0,0.0,0,0,0
1864-FF17555,"AMAZON.COM.KYDC,INC",FF17555,Amazon Private Label: Injection Molded T,Inactive,,0.0,0.0,0,0,0
1864-FF17556,"AMAZON.COM.KYDC,INC",FF17556,Amazon Private Label: Injection Molded S,Inactive,,0.0,0.0,0,0,0
1864-FF17557,"AMAZON.COM.KYDC,INC",FF17557,Amazon Private Label: Injection Molded M,Inactive,,0.0,0.0,0,0,0
1864-FF17558,"AMAZON.COM.KYDC,INC",FF17558,Amazon Private Label: Injection Molded L,Inactive,,0.0,0.0,0,0,0
1864-FF17561,"AMAZON.COM.KYDC,INC",FF17561,Amazon Private Label: Injection Molded T,Inactive,,0.0,0.0,0,0,0
1864-FF17562,"AMAZON.COM.KYDC,INC",FF17562,Amazon Private Label: Injection Molded S,Inactive,,0.0,0.0,0,0,0
1864-FF17564,"AMAZON.COM.KYDC,INC",FF17564,Amazon Private Label: Injection Molded M,Inactive,,0.0,0.0,0,0,0
1864-FF17565,"AMAZON.COM.KYDC,INC",FF17565,Amazon Private Label: Injection Molded L,Inactive,,0.0,0.0,0,0,0
1864-FF17570,"AMAZON.COM.KYDC,INC",FF17570,Amazon Private Label: Extruded Dental St,Inactive,,0.0,0.0,0,0,0
1864-FF17572,"AMAZON.COM.KYDC,INC",FF17572,Amazon Private Label: Extruded Dental St,Inactive,,0.0,0.0,0,0,0
1864-FF17574,"AMAZON.COM.KYDC,INC",FF17574,Amazon Private Label: Extruded Dental St,Inactive,,0.0,0.0,0,0,0
1864-FF17575,"AMAZON.COM.KYDC,INC",FF17575,Amazon Private Label: Extruded Dental St,Inactive,,0.0,0.0,0,0,0
1864-FF17576,"AMAZON.COM.KYDC,INC",FF17576,Amazon Private Label: Extruded Dental St,Inactive,,0.0,0.0,0,0,0
1864-FF17578,"AMAZON.COM.KYDC,INC",FF17578,Amazon Private Label: Extruded Dental St,Inactive,,0.0,0.0,0,0,0
1864-FF17924,"AMAZON.COM.KYDC,INC",FF17924,Amazon Private Label: Rawhide-free Teeth,Inactive,,0.0,0.0,0,0,0
1864-FF18170,"AMAZON.COM.KYDC,INC",FF18170,"Peanuts: 8"" Woodstock Peace & Love Plush",Inactive,,0.0,0.0,0,0,0
1864-FF18213-22,"AMAZON.COM.KYDC,INC",FF18213-22,DC Comics: Batman Hooded Halloween Appar,Sparse Intermittent,,3.7,3.7,96,96,0.0
1864-FF18903/24,"AMAZON.COM.KYDC,INC",FF18903/24,"Harry Potter: 10"" Bertie Botts Jelly Bea",Inactive,,0.0,0.0,0,0,0
1864-FF18911/24,"AMAZON.COM.KYDC,INC",FF18911/24,Harry Potter: HP Glasses Rope Pull Pet T,Inactive,,0.0,0.0,0,0,0
1864-FF18912/24,"AMAZON.COM.KYDC,INC",FF18912/24,Harry Potter: 9 3/4 Platform Frisbee Pet,Croston's,,0.0,12.0,0,312,0
1864-FF18956PCS2,"AMAZON.COM.KYDC,INC",FF18956PCS2,Arm & Hammer: Nubbies Duality Bone Denta,Croston's,,0.0,0.0,0,0,0
1864-FF18956PCS24,"AMAZON.COM.KYDC,INC",FF18956PCS24,Arm & Hammer: Nubbies Duality Bone Denta,Croston's,,0.0,0.0,0,0,0
1864-FF18958PCS24,"AMAZON.COM.KYDC,INC",FF18958PCS24,Arm & Hammer: Nubbies TriOBone Bone Dent,Inactive,,0.0,0.0,0,0,0
1864-FF18959,"AMAZON.COM.KYDC,INC",FF18959,Arm & Hammer: Nubbies WishBone Dental To,Inactive,,0.0,0.0,0,0,0
1864-FF18959AU,AMAZON AUSTRALIA,FF18959AU,Arm & Hammer: Nubbies WishBone Dental To,Inactive,,0.0,0.0,0,0,0
1864-FF18959PCS24,"AMAZON.COM.KYDC,INC",FF18959PCS24,Arm & Hammer: Nubbies WishBone Dental To,Croston's,,0.0,0.0,0,0,0
1864-FF19341,"AMAZON.COM.KYDC,INC",FF19341,Fresh Step Litter Box Charcoal Odor Elim,Inactive,,0.0,0.0,0,0,0
1864-FF19534/24,"AMAZON.COM.KYDC,INC",FF19534/24,Harry Potter: Daily Prophet Newspaper Cr,Inactive,,0.0,0.0,0,0,0
1864-FF19536/24,"AMAZON.COM.KYDC,INC",FF19536/24,Harry Potter: Monster Book Crinkle Pet T,Inactive,,0.0,0.0,0,0,0
1864-FF19546PCS6,"AMAZON.COM.KYDC,INC",FF19546PCS6,Glad for Pets OPP Scented Waste Bags Ref,OTB (zero),,0.0,0.0,0,0,0
1864-FF20206,"AMAZON.COM.KYDC,INC",FF20206,Arm & Hammer Itch Relief Spray,Inactive,,0.0,0.0,0,0,0
1864-FF20208,"AMAZON.COM.KYDC,INC",FF20208,Arm & Hammer Gentle Puppy Wipes - Coconu,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 30852 units),0.0,2609.5,0,67848,0
1864-FF20208AU,AMAZON AUSTRALIA,FF20208AU,Arm & Hammer Gentle Puppy Wipes - Coconu,Inactive,,0.0,0.0,0,0,0
1864-FF20209PCS6,"AMAZON.COM.KYDC,INC",FF20209PCS6,Arm & Hammer Shed Control Shampoo - Juic,Sparse Intermittent,,0.3,0.3,9,9,0.0
1864-FF20210,"AMAZON.COM.KYDC,INC",FF20210,Arm & Hammer Itch Relief Shampoo - Chamo,Reactivating,,0.0,12.0,0,312,0
1864-FF20816,"AMAZON.COM.KYDC,INC",FF20816,"Universal Little Monsters: 12"" Werewolf ",Sparse Intermittent,,7.4,7.4,192,192,0.0
1864-FF21695,"AMAZON.COM.KYDC,INC",FF21695,"Mickey & Friends: 9"" Halloween Plush Toy",Sparse Intermittent,,3.7,3.7,96,96,0.0
1864-FF21696,"AMAZON.COM.KYDC,INC",FF21696,"Mickey & Friends: 6"" Halloween Plush Toy",Inactive,,0.0,0.0,0,0,0
1864-FF21700,"AMAZON.COM.KYDC,INC",FF21700,"Mickey & Friends: 6"" Halloween Plush Toy",Inactive,,0.0,0.0,0,0,0
1864-FF21709,"AMAZON.COM.KYDC,INC",FF21709,Mickey & Friends: Halloween Minnie Rope ,Inactive,,0.0,0.0,0,0,0
1864-FF21817,"AMAZON.COM.KYDC,INC",FF21817,Disney Pixar: Halloween Monsters Inc. Mi,Sparse Intermittent,,7.4,7.4,192,192,0.0
1864-FF21827,"AMAZON.COM.KYDC,INC",FF21827,Disney: Halloween Disney Princess Belle ,Inactive,,0.0,0.0,0,0,0
1864-FF21831,"AMAZON.COM.KYDC,INC",FF21831,Disney: Halloween Disney Villains Ursula,Inactive,,0.0,0.0,0,0,0
1864-FF21832,"AMAZON.COM.KYDC,INC",FF21832,Disney: Halloween Disney Villains Cruell,Inactive,,0.0,0.0,0,0,0
1864-FF21839,"AMAZON.COM.KYDC,INC",FF21839,DC Comics: Halloween Aquaman Costume - M,Inactive,,0.0,0.0,0,0,0
1864-FF21862,"AMAZON.COM.KYDC,INC",FF21862,"Disney Pixar: 9"" Monsters, Inc. Sulley P",Inactive,,0.0,0.0,0,0,0
1864-FF21876,"AMAZON.COM.KYDC,INC",FF21876,"Disney Pixar: 9"" Halloween Monsters, Inc",Inactive,,0.0,0.0,0,0,0
1864-FF21904,"AMAZON.COM.KYDC,INC",FF21904,"Harry Potter: 10"" Dark Arts Potion Burro",Inactive,,0.0,0.0,0,0,0
1864-FF22071,"AMAZON.COM.KYDC,INC",FF22071,"Arm & Hammer: Tools 8"" Wood Mix Wrench D",Croston's,,48.0,48.0,1248,1248,0.0
1864-FF22119,"AMAZON.COM.KYDC,INC",FF22119,"Nightmare Before Christmas: 12"" Jack Rop",Inactive,,0.0,0.0,0,0,0
1864-FF22122,"AMAZON.COM.KYDC,INC",FF22122,Nightmare Before Christmas: Plush Sally ,OTB (zero),,0.0,0.0,0,0,0
1864-FF22128,"AMAZON.COM.KYDC,INC",FF22128,"Nightmare Before Christmas: 10"" Jack Ske",Inactive,,0.0,0.0,0,0,0
1864-FF22187PCS3,"AMAZON.COM.KYDC,INC",FF22187PCS3,GLAD - Washable Training Pad - Medium 24,OTB (zero),,0.0,0.0,0,0,0
1864-FF22317,"AMAZON.COM.KYDC,INC",FF22317,"Arm & Hammer: Barkies 8"" PP+Pine Saw Dus",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 14% over 1080 units),0.0,119.1,0,3096,0
1864-FF22715,"AMAZON.COM.KYDC,INC",FF22715,"Harry Potter: 6"" You Know Who Plush Figu",Croston's,,0.0,0.0,0,0,0
1864-FF22912-23,"AMAZON.COM.KYDC,INC",FF22912-23,Disney: Halloween Disney Princess Ariel ,Inactive,,0.0,0.0,0,0,0
1864-FF22913,"AMAZON.COM.KYDC,INC",FF22913,Disney: Halloween Disney Princess Ariel ,Inactive,,0.0,0.0,0,0,0
1864-FF22914,"AMAZON.COM.KYDC,INC",FF22914,Disney: Halloween Disney Princess Ariel ,Inactive,,0.0,0.0,0,0,0
1864-FF22915,"AMAZON.COM.KYDC,INC",FF22915,Disney: Halloween Disney Princess Ariel ,Inactive,,0.0,0.0,0,0,0
1864-FF22916-23,"AMAZON.COM.KYDC,INC",FF22916-23,Disney: Halloween Disney Princess Ariel ,Inactive,,0.0,0.0,0,0,0
1864-FF22917,"AMAZON.COM.KYDC,INC",FF22917,Disney: Halloween Disney Princess Belle ,OTB (zero),,0.0,0.0,0,0,0
1864-FF22918,"AMAZON.COM.KYDC,INC",FF22918,Disney: Halloween Disney Princess Belle ,Inactive,,0.0,0.0,0,0,0
1864-FF22919,"AMAZON.COM.KYDC,INC",FF22919,Disney: Halloween Disney Princess Belle ,Inactive,,0.0,0.0,0,0,0
1864-FF22920,"AMAZON.COM.KYDC,INC",FF22920,Disney: Halloween Disney Princess Belle ,Sparse Intermittent,,2.8,2.8,72,72,0.0
1864-FF22922,"AMAZON.COM.KYDC,INC",FF22922,Disney: Halloween Disney Princess Cinder,Inactive,,0.0,0.0,0,0,0
1864-FF22923,"AMAZON.COM.KYDC,INC",FF22923,Disney: Halloween Disney Princess Cinder,Inactive,,0.0,0.0,0,0,0
1864-FF22926,"AMAZON.COM.KYDC,INC",FF22926,Disney: Halloween Disney Princess Cinder,Sparse Intermittent,,2.8,2.8,72,72,0.0
1864-FF22927,"AMAZON.COM.KYDC,INC",FF22927,Disney: Halloween Disney Villains Cruell,OTB (zero),,0.0,0.0,0,0,0
1864-FF22928,"AMAZON.COM.KYDC,INC",FF22928,Disney: Halloween Disney Villains Cruell,Inactive,,0.0,0.0,0,0,0
1864-FF22929,"AMAZON.COM.KYDC,INC",FF22929,Disney: Halloween Disney Villains Cruell,Inactive,,0.0,0.0,0,0,0
1864-FF22930,"AMAZON.COM.KYDC,INC",FF22930,Disney: Halloween Disney Villains Cruell,Inactive,,0.0,0.0,0,0,0
1864-FF22931,"AMAZON.COM.KYDC,INC",FF22931,Disney: Halloween Disney Villains Cruell,Inactive,,0.0,0.0,0,0,0
1864-FF22960,"AMAZON.COM.KYDC,INC",FF22960,Disney: Halloween Disney Villains Malefi,Inactive,,0.0,0.0,0,0,0
1864-FF22961,"AMAZON.COM.KYDC,INC",FF22961,Disney: Halloween Disney Villains Malefi,Inactive,,0.0,0.0,0,0,0
1864-FF22962,"AMAZON.COM.KYDC,INC",FF22962,Disney: Halloween Disney Villains Malefi,OTB (zero),,0.0,0.0,0,0,0
1864-FF22963,"AMAZON.COM.KYDC,INC",FF22963,Disney: Halloween Disney Villains Malefi,Inactive,,0.0,0.0,0,0,0
1864-FF22964,"AMAZON.COM.KYDC,INC",FF22964,Disney: Halloween Disney Villains Malefi,Inactive,,0.0,0.0,0,0,0
1864-FF22976,"AMAZON.COM.KYDC,INC",FF22976,Disney: Halloween Disney Villains Ursula,Sparse Intermittent,,2.8,2.8,72,72,0.0
1864-FF22978,"AMAZON.COM.KYDC,INC",FF22978,Disney: Halloween Disney Villains Ursula,Inactive,,0.0,0.0,0,0,0
1864-FF22979,"AMAZON.COM.KYDC,INC",FF22979,Disney: Halloween Disney Villains Ursula,Inactive,,0.0,0.0,0,0,0
1864-FF22981,"AMAZON.COM.KYDC,INC",FF22981,Disney: Halloween Disney Villains Ursula,Inactive,,0.0,0.0,0,0,0
1864-FF22982,"AMAZON.COM.KYDC,INC",FF22982,Disney: Halloween Disney Villains Ursula,Inactive,,0.0,0.0,0,0,0
1864-FF22988,"AMAZON.COM.KYDC,INC",FF22988,Disney Pixar: Halloween Monsters Inc. Su,Sparse Intermittent,,16.6,16.6,432,432,0.0
1864-FF23008,"AMAZON.COM.KYDC,INC",FF23008,Disney: Halloween Nightmare Before Chris,Inactive,,0.0,0.0,0,0,0
1864-FF23009,"AMAZON.COM.KYDC,INC",FF23009,Disney: Halloween Nightmare Before Chris,Sparse Intermittent,,5.5,5.5,144,144,0.0
1864-FF23201,"AMAZON.COM.KYDC,INC",FF23201,DC Comics: Halloween Flash Costume - SMA,Inactive,,0.0,0.0,0,0,0
1864-FF23218,"AMAZON.COM.KYDC,INC",FF23218,DC Comics: Halloween Flash Costume - X-L,Inactive,,0.0,0.0,0,0,0
1864-FF23330,"AMAZON.COM.KYDC,INC",FF23330,DC Comics: Halloween Aquaman Costume - L,Inactive,,0.0,0.0,0,0,0
1864-FF23331,"AMAZON.COM.KYDC,INC",FF23331,DC Comics: Halloween Aquaman Costume - S,Inactive,,0.0,0.0,0,0,0
1864-FF23346,"AMAZON.COM.KYDC,INC",FF23346,Arm & Hammer: Treadz Large Elephant,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 192 units),14.8,14.8,384,384,0.0
1864-FF23348,"AMAZON.COM.KYDC,INC",FF23348,Arm & Hammer: Treadz Large Rooster,Sparse Intermittent,,3.7,3.7,96,96,0.0
1864-FF23348PCS2,"AMAZON.COM.KYDC,INC",FF23348PCS2,Arm & Hammer: Treadz Large Rooster & ***,Sparse Intermittent,,1.8,1.8,48,48,0.0
1864-FF23433,"AMAZON.COM.KYDC,INC",FF23433,Harry Potter: Holiday Tree Burrow toy wi,Sparse Intermittent,,7.4,7.4,192,192,0.0
1864-FF23445,"AMAZON.COM.KYDC,INC",FF23445,Harry Potter: Holiday Plush Squeaker Gry,Inactive,,0.0,0.0,0,0,0
1864-FF23459,"AMAZON.COM.KYDC,INC",FF23459,Elf: Holiday Plush Squeaker Buddy the El,OTB (zero),,0.0,0.0,0,0,0
1864-FF23460,"AMAZON.COM.KYDC,INC",FF23460,Elf: Holiday Maple Syrup & Spaghetti Rop,Inactive,,0.0,0.0,0,0,0
1864-FF23461,"AMAZON.COM.KYDC,INC",FF23461,"Elf: Holiday 15"" Buddy, Candy, and Maple",Inactive,,0.0,0.0,0,0,0
1864-FF23468,"AMAZON.COM.KYDC,INC",FF23468,"Christmas Vacation: 6"" Holiday Plush Squ",OTB (zero),,0.0,0.0,0,0,0
1864-FF23544/24,"AMAZON.COM.KYDC,INC",FF23544/24,"Rudolph: 9"" Holiday Rudolph Plush Squeak",Reactivating,,0.0,10.2,0,264,0
1864-FF24120,"AMAZON.COM.KYDC,INC",FF24120,"WB Holiday: 6"" Holiday '22 Frosty the Sn",OTB (zero),,0.0,0.0,0,0,0
1864-FF24123,"AMAZON.COM.KYDC,INC",FF24123,WB Holiday - Frosty: 14' Holiday Frosty ,Inactive,,0.0,0.0,0,0,0
1864-FF25667,"AMAZON.COM.KYDC,INC",FF25667,DISNEY LILO & STITCH: Stitch Plush Figur,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 576 units),50.8,50.8,1320,1320,0.0
1864-FF25670,"AMAZON.COM.KYDC,INC",FF25670,DISNEY LION KING: Simba Plush Figurine S,Inactive,,0.0,0.0,0,0,0
1864-FF25701,"AMAZON.COM.KYDC,INC",FF25701,DISNEY WINNIE THE POOH: Pooh Plush Figur,Croston's,,48.0,48.0,1248,1248,0.0
1864-FF25708,"AMAZON.COM.KYDC,INC",FF25708,DISNEY FINDING NEMO: Nemo Plush Figurine,Sparse Intermittent,,3.7,3.7,96,96,0.0
1864-FF25895,"AMAZON.COM.KYDC,INC",FF25895,A&H Litter Box Deodorizing Pod 2pk - 8pc,Croston's,,0.0,2761.8,0,71808,0
1864-FF26385,"AMAZON.COM.KYDC,INC",FF26385,CHI Soap Dispensing Palm Brush,Inactive,,0.0,0.0,0,0,0
1864-FF27258,"AMAZON.COM.KYDC,INC",FF27258,BurtÃ‚Â’s Bees Manuka Honey Oatmeal Dog ,Croston's,,0.0,477.0,0,12402,0
1864-FF27385,"AMAZON.COM.KYDC,INC",FF27385,DISNEY M&F: Halloween Skelly Suit Mickey,Inactive,,0.0,0.0,0,0,0
1864-FF27391,"AMAZON.COM.KYDC,INC",FF27391,"Disney Nightmare Before Christmas: 9"" Ja",OTB (zero),,0.0,0.0,0,0,0
1864-FF27394,"AMAZON.COM.KYDC,INC",FF27394,Disney Nightmare Before Christmas: Jack ,Inactive,,0.0,0.0,0,0,0
1864-FF27395,"AMAZON.COM.KYDC,INC",FF27395,Disney Nightmare Before Christmas:Trick-,Croston's,,24.9,24.9,648,648,0.0
1864-FF27687PCS3,"AMAZON.COM.KYDC,INC",FF27687PCS3,"GLAD - Washable Training Pad - Small 18""",New/Relaunch,,0.0,6.0,0,156,0
1864-FF27719,"AMAZON.COM.KYDC,INC",FF27719,Dr. Seuss - The Grinch: Holiday 12-Day A,Inactive,,0.0,0.0,0,0,0
1864-FF27720,"AMAZON.COM.KYDC,INC",FF27720,Dr. Seuss - The Grinch: Holiday 12-Day A,Inactive,,0.0,0.0,0,0,0
1864-FF27997PX2,"AMAZON.COM.KYDC,INC",FF27997PX2,GLAD Small Activated Carbon Training Pad,Sparse Intermittent,,0.0,6.5,0,168,0
1864-FF28036N,"AMAZON.COM.KYDC,INC",FF28036N,Wags & Wiggles Deterrent Training Spray ,Sparse Intermittent,,40.2,40.2,1044,1044,0.0
1864-FF28039AU,AMAZON AUSTRALIA,FF28039AU,"Wags & Wiggles Stain & Odor Spray, 32oz ",Inactive,,0.0,0.0,0,0,0
1864-FF28457N,"AMAZON.COM.KYDC,INC",FF28457N,"Dole Dog Biscuits, Assorted Bag (Banana ",Croston's,,42.0,42.0,1092,1092,0.0
1864-FF28457PX6,"AMAZON.COM.KYDC,INC",FF28457PX6,"Dole Dog Biscuits, Assorted Bag (Banana ",Heuristic,,0.0,0.0,0,0,0
1864-FF28459PX6,"AMAZON.COM.KYDC,INC",FF28459PX6,"Dole: Dog Chews, Assorted (Strawberry + ",Heuristic,,0.0,0.0,0,0,0
1864-FF29045,"AMAZON.COM.KYDC,INC",FF29045,Arm & Hammer: Scrubbies Boomerang Puppy ,Inactive,,0.0,0.0,0,0,0
1864-FF29046,"AMAZON.COM.KYDC,INC",FF29046,Arm & Hammer: Scrubbies Boomerang Adult ,Sparse Intermittent,,0.0,1.8,0,48,0
1864-FF29833PX6,"AMAZON.COM.KYDC,INC",FF29833PX6,"Dole: Dog Chews, Assorted (Broccoli + Ca",Sparse Intermittent,,4.2,4.2,108,108,0.0
1864-FF30361,"AMAZON.COM.KYDC,INC",FF30361,"Disney Mickey & Friends: 12"" Mickey Mous",Heuristic,,27.7,27.7,720,720,0.0
1864-FF30748PS,"AMAZON.COM.KYDC,INC",FF30748PS,Burt's Bees Manuka Honey Paw Balm,Croston's,,12.0,12.0,312,312,0.0
1864-FF30755,"AMAZON.COM.KYDC,INC",FF30755,Wet One's - Antibacterial Paw Cleansing ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 25020 units),0.0,1300.4,0,33810,0
1864-FF30758,"AMAZON.COM.KYDC,INC",FF30758,Wet Ones - Antibacterial XL Bathing Wipe,Sparse Intermittent,,2.8,2.8,72,72,0.0
1864-FF30879N,"AMAZON.COM.KYDC,INC",FF30879N,Dole Molded Chew; Banana; 8oz bag/5ct  [,Sparse Intermittent,,48.5,48.5,1260,1260,0.0
1864-FF31063PCS6,"AMAZON.COM.KYDC,INC",FF31063PCS6,Palmer's for Pets Detangling & Condition,Sparse Intermittent,,0.9,0.9,24,24,0.0
1864-FF31064,"AMAZON.COM.KYDC,INC",FF31064,Palmer's for Pets Itch & Hot Spot Relief,Inactive,,0.0,0.0,0,0,0
1864-FF31064N,"AMAZON.COM.KYDC,INC",FF31064N,Palmer's for Pets Itch & Hot Spot Relief,Sparse Intermittent,,38.8,38.8,1008,1008,0.0
1864-FF31064PCS2,"AMAZON.COM.KYDC,INC",FF31064PCS2,Palmer's for Pets Itch & Hot Spot Relief,Inactive,,0.0,0.0,0,0,0
1864-FF31075,"AMAZON.COM.KYDC,INC",FF31075,Dole: Air Dried Sweet Potato Sticks: 6oz,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 9144 units),0.0,846.5,0,22008,0
1864-FF31198,"AMAZON.COM.KYDC,INC",FF31198,Burts Bees Deodorizing Spray with Witch ,Inactive,,0.0,0.0,0,0,0
1864-FF31198PCS2,"AMAZON.COM.KYDC,INC",FF31198PCS2,Burts Bees Deodorizing Spray with Witch ,Sparse Intermittent,,0.7,0.7,18,18,0.0
1864-FF31287PCS8,"AMAZON.COM.KYDC,INC",FF31287PCS8,Glad for Pets Heavy Duty Activated Carbo,Sparse Intermittent,,2.5,2.5,64,64,0.0
1864-FF31292PCS2,"AMAZON.COM.KYDC,INC",FF31292PCS2,Glad for Pets Activated Carbon Training ,New/Relaunch,,0.0,6.0,0,156,0
1864-FF31293PCS2,"AMAZON.COM.KYDC,INC",FF31293PCS2,Glad for Pets Dual Action Freshness (Sce,New/Relaunch,,0.0,5.0,0,130,0
1864-FF31295PCS6,"AMAZON.COM.KYDC,INC",FF31295PCS6,Glad for Pets Dual Action Freshness (Sce,New/Relaunch,,0.0,5.0,0,130,0
1864-FF31324AU,AMAZON AUSTRALIA,FF31324AU,Arm & Hammer Odor Control No-Rinse Foam,Inactive,,0.0,0.0,0,0,0
1864-FF31451,"AMAZON.COM.KYDC,INC",FF31451,"Arm & Hammer Dental Treats for Dogs, Smo",Inactive,,0.0,0.0,0,0,0
