TABLE_NAME,TABLE_TYPE,REMARKS
Projections_Report_Export_Amz_Max_Override_Mass_Upload,VIEW,
Projections_Report_Export_for_Amz_Prj,VIEW,
Projections_Report_Export_for_Projection_Calculator_RG,VIEW,
Projections_Report_Export_Projections_Mikey_,VIEW,
Projections_Report_Export_Projections_Suggested,VIEW,
Projections_Report_Export_SJ_Clean_PJ,VIEW,
Projections_Report_FD_Items_with_Little_or_No_ATS,VIEW,
Projections_Report_FD_wo_Prjs,VIEW,
Projections_Report_Fetch_BrandBuzz_Projections_RG,VIEW,
Projections_Report_Fetch_BrandBuzz_RG_w_o_Amazon,VIEW,
Projections_Report_Fix_Cust_SKU_,VIEW,
Projections_Report_Fix_Status_Cust,VIEW,
Projections_Report_Full_Cheeks_Proj,VIEW,
Projections_Report_Future_26w_prj,VIEW,
Projections_Report_Future_6_Months_Projections_Summary,VIEW,
Projections_Report_General_Projections_with_No_Attached_Customers_Should_We_Delete_,VIEW,These are 99999 general projections but there are no Orders & Shipments on these Projections. Items are not considered new (more than 4 months old).  Use the checkbox to delete.
Projections_Report_General_Projns_0_But_Nothing_Shpd_L13_Wks,VIEW,
Projections_Report_Import_for_Projections,VIEW,
Projections_Report_In_Transit_Detail_Drilldown,VIEW,
Projections_Report_Inactive_Customer_Style_No_Orders_L180_Days_Brand_Buzz_,VIEW,
Projections_Report_Inactive_Projections_Active_Customers_But_No_Orders_L180_Days,VIEW,
Projections_Report_Inactive_Projections_Have_Projections_But_No_Orders_in_L90_Days,VIEW,
Projections_Report_Inactive_Projections_Have_Projections_No_Orders_in_L90_Days,VIEW,
Projections_Report_Inv_Request_Style_Projections,VIEW,
Projections_Report_Inventory_Detail_Drilldown,VIEW,
Projections_Report_Inventory_Flow_Record_Does_Not_Exist,VIEW,
Projections_Report_Kohls_Proj_Export,VIEW,
Projections_Report_Last_52_Weeks_Orderd,VIEW,
Projections_Report_List_All_Projections,VIEW,
Projections_Report_List_All_Projections_Weeks_Only,VIEW,
Projections_Report_List_Changes,VIEW,Sorted by Date Modified
Projections_Report_Lowes_Projections,VIEW,
Projections_Report_LW_minus_X_Weeks_Ord_and_Shp_fields,VIEW,
Projections_Report_meijer,VIEW,
Projections_Report_Meijer_Projections,VIEW,
Projections_Report_MIKEY_Projection_File_for_Import,VIEW,
Projections_Report_Missing_Acct_Div,VIEW,
Projections_Report_Missing_from_Acct_Mstyle_Master,VIEW,
Projections_Report_Monthly_Projections,VIEW,
Projections_Report_Mstyle_Not_Matching_Acct_Mstyle_Key,VIEW,
Projections_Report_Mstyles_Containing_P_or_B,VIEW,
Projections_Report_Needs_to_be_Marked_Closed,VIEW,
Projections_Report_New_Customer_Launches,VIEW,
Projections_Report_New_Customer_Projections_Recently_Created,VIEW,
Projections_Report_New_Fields_for_Planners,VIEW,
Projections_Report_New_Items_Ordered_Salesperson_,VIEW,
Projections_Report_New_Main_Projections_Screen,VIEW,
Projections_Report_No_Customer_Orders_Last_30_60_90_Days_Brand_Buzz_,VIEW,
Projections_Report_No_Customer_Orders_Last_30_60_90_Days_Fetch_,VIEW,
Projections_Report_No_Orders_for_Customer_Style_Last_60_Days,VIEW,
Projections_Report_Not_Ordered_in_Past_4_Months,VIEW,
Projections_Report_Oct_10_roll_forward,VIEW,
Projections_Report_Off_Price_Prj_Fetch_,VIEW,
Projections_Report_Off_Price_Proj_All_,VIEW,
Projections_Report_Optimum_WoS_Check_WIP,VIEW,
Projections_Report_Optimum_WoS_Check_WIP_Test,VIEW,
Projections_Report_Orphaned_Projections,VIEW,
Projections_Report_Paper_Plates_Prj,VIEW,
Projections_Report_Petco_Proj_Export,VIEW,
Projections_Report_PETCO_Projections,VIEW,
Projections_Report_Petsmart_Projections,VIEW,
Projections_Report_Populate_Inventory_Flow_Table,VIEW,
Projections_Report_Prj_by_Customer,VIEW,
Projections_Report_PRJ_Export_ALL,VIEW,
Projections_Report_Prj_Status_Unmatch,VIEW,
Projections_Report_Prj_Status_Unmatch_Export_AEI,VIEW,
Projections_Report_Prj_Wk_by_Customer_Name_CR,VIEW,
Projections_Report_Prjn_Wk_250,VIEW,
Projections_Report_Proj_by_Customer_Summary,VIEW,
Projections_Report_Proj_by_Style_Summary,VIEW,
Projections_Report_Proj_Export_DR_2,VIEW,
Projections_Report_Proj_Export_GNC_Essentials,VIEW,
Projections_Report_Proj_Export_Shina,VIEW,
Projections_Report_Projection_AEI,VIEW,
Projections_Report_Projection_By_Brand_Current_User_,VIEW,
Projections_Report_Projection_by_Week_for_Planning_Budget_File,VIEW,
Projections_Report_Projection_EXPORT,VIEW,
Projections_Report_Projection_Export_Budget_Review,VIEW,
Projections_Report_Projection_Export_Gladware_JP,VIEW,
Projections_Report_Projection_Export_Jonathan,VIEW,
Projections_Report_Projection_Export_Project_JP,VIEW,
Projections_Report_Projection_EXPORT_with_L13_Wks_Ships,VIEW,
Projections_Report_Projection_Export_With_Ships,VIEW,
Projections_Report_Projection_Testing,VIEW,
Projections_Report_Projection_w_Inv_Manager_EXPORT,VIEW,
Projections_Report_Projections_Added_Yesterday_Today,VIEW,
Projections_Report_Projections_All_Customers_Wkly_MC,VIEW,
Projections_Report_Projections_All_customers_Wkly_SJ_New,VIEW,
Projections_Report_Projections_by_,VIEW,
Projections_Report_Projections_by_Date_Modified,VIEW,
Projections_Report_Projections_dump,VIEW,
Projections_Report_PROJECTIONS_EXPORT_AMY,VIEW,
Projections_Report_PROJECTIONS_EXPORT_BRIDGET,VIEW,
Projections_Report_PROJECTIONS_EXPORT_BURTS,VIEW,
Projections_Report_Projections_Export_DR_PSM,VIEW,
Projections_Report_PROJECTIONS_EXPORT_ENT,VIEW,
Projections_Report_Projections_Export_GE,VIEW,
Projections_Report_Projections_Export_GE_Meijer,VIEW,
Projections_Report_Projections_Export_GE_PSM,VIEW,
Projections_Report_Projections_Export_GE_PSM_Inc_Closed,VIEW,
Projections_Report_PROJECTIONS_EXPORT_JP,VIEW,
Projections_Report_Projections_Export_List_All,VIEW,
Projections_Report_Projections_Export_Menards,VIEW,
Projections_Report_Projections_Export_PBI,VIEW,
Projections_Report_PROJECTIONS_EXPORT_SJ_All,VIEW,
Projections_Report_PROJECTIONS_EXPORT_SJ_Australia,VIEW,
Projections_Report_PROJECTIONS_EXPORT_SJ_Australia2,VIEW,
Projections_Report_PROJECTIONS_EXPORT_SJ_Australia3,VIEW,
Projections_Report_PROJECTIONS_EXPORT_TK,VIEW,
Projections_Report_PROJECTIONS_EXPORT_TK_FF_,VIEW,
Projections_Report_Projections_Export_TKim,VIEW,
Projections_Report_Projections_Export_w_Acct_MStyle,VIEW,
Projections_Report_PROJECTIONS_EXPORT_wmt,VIEW,
Projections_Report_Projections_for_an_MStyle_used_in_a_URL_formula_do_not_delete_,VIEW,
Projections_Report_Projections_for_Invalid_Restricted_Accounts,VIEW,
Projections_Report_Projections_GE,VIEW,
Projections_Report_Projections_GE_Entertainment,VIEW,
Projections_Report_Projections_GE_Entertainment_Act_Replen,VIEW,
Projections_Report_Projections_GE_Entertainment_All,VIEW,
Projections_Report_Projections_GE_Entertainment_Export,VIEW,
Projections_Report_Projections_GE_Entertainment_Export_with_Amazon,VIEW,
Projections_Report_Projections_GE_Entertainment_Export_with_closed,VIEW,
Projections_Report_Projections_GE_Meijer,VIEW,
Projections_Report_Projections_GE_MJR,VIEW,
Projections_Report_Projections_GE_PetSmart,VIEW,
Projections_Report_Projections_GE_PSP,VIEW,
Projections_Report_Projections_GE_PSP_Export,VIEW,
Projections_Report_Projections_GE_VL_FR_Export,VIEW,
Projections_Report_Projections_GE_Walmart,VIEW,
Projections_Report_Projections_GE_Walmart_Export_with_closed,VIEW,
Projections_Report_Projections_GE_Walmart_VL_and_FR,VIEW,
Projections_Report_Projections_GE_Wet_Ones,VIEW,
Projections_Report_Projections_GE_Wet_Ones_Export,VIEW,
Projections_Report_Projections_GE_WM_CA_Ent,VIEW,
Projections_Report_Projections_GE_WM_CA_Ent_Export,VIEW,
Projections_Report_Projections_Import,VIEW,
Projections_Report_Projections_Inv_Review_Worksheet_,VIEW,
Projections_Report_Projections_MC,VIEW,
Projections_Report_Projections_MC_USE,VIEW,
Projections_Report_Projections_Missing_Amazon_ASINs,VIEW,
Projections_Report_Projections_New_for_2025,VIEW,
Projections_Report_Projections_New_Items,VIEW,
Projections_Report_Projections_NL,VIEW,
Projections_Report_Projections_NOT_Rolled_over_today,VIEW,"There is a set of Automations which run a Team type relay to Roll forward the weekly projections.  They need to be broken up into 20 pieces so as not to time out.  
The first rollover is initiated by a scheduled Automation on Sunday early morning, and then as it completes it hands off the ""baton"" to the next Automation which hands off the baton to the next until all 20 Automations have run.
Part of the roll over process is to record the date that the roll forward was done, hence all Projects should be updated with today's date.
If there are record on this report, then either the initial rollover did not start or else one of the runners dropped the baton.
The manual fix is to catch this one the Sunday and run all the saved table to table imports manually.   They are built such they they will not double roll forward on the same day, hence it's important to catch this on Sunday and run them.
If you run a saved table to table import and it refreshes the page with no message, that is actually good.  It just means that there were no qualifying records as they were all already rolled forward today.
The button to manually initiate a Projection roll over of on this page https://pim.quickbase.com/db/bpgbx2f5k?a=dr&rid=1"
Projections_Report_Projections_Rolled_Forward_by_Date_Time,VIEW,
Projections_Report_Projections_Shina,VIEW,Training
Projections_Report_Projections_Shina_Y,VIEW,
Projections_Report_Projections_SJ,VIEW,
Projections_Report_Projections_SJ_BB,VIEW,
Projections_Report_Projections_SJ_Off_price,VIEW,
Projections_Report_Projections_TK,VIEW,
Projections_Report_Projections_which_are_Snoozed_,VIEW,In theory a Projections should not exists when there is a Snooze record.  Consider deleting these records.
Projections_Report_QB_Support_Test_Regina,VIEW,
Projections_Report_Replen_Items_Missing_Projections,VIEW,
Projections_Report_Replen_Items_Missing_Projections_CR,VIEW,
Projections_Report_Replen_Items_Missing_Projections_Test_CR,VIEW,Report to be used for trend analysis within PowerBI. 
Projections_Report_Roll_forward_summary_for_today,VIEW,
Projections_Report_SMART_PRJ_EXPORT_AMY,VIEW,
Projections_Report_SMART_PRJ_EXPORT_AMY2,VIEW,
Projections_Report_Status_Cust_Mismatch_Active_in_PRJ_Not_in_Styles,VIEW,
Projections_Report_Status_Customer_Mismatch_Amazon,VIEW,
Projections_Report_Status_Customer_Mismatch_No_AMZ,VIEW,
Projections_Report_Stock_Customer_Weekly_Projections_BB_ATS_Report_,VIEW,
Projections_Report_Style_Does_Not_Exist_in_Product_Track,VIEW,
Projections_Report_test_for_GEM,VIEW,
Projections_Report_test_for_gptAI,VIEW,
Projections_Report_Test_Report,VIEW,
Projections_Report_top_50_test,VIEW,
Projections_Report_Top_Active_Retailer_Projections,VIEW,
Projections_Report_Top_Items_China_,VIEW,
Projections_Report_UK_Projections,VIEW,
Projections_Report_Under_Over_Prj_AEI,VIEW,
Projections_Report_Unique_Acct_Style,VIEW,
Projections_Report_Update_Amazon_ASINs,VIEW,
Projections_Report_Used_on_Projection_Notes,VIEW,
Projections_Report_Used_on_Super_Search,VIEW,
Projections_Report_Walmart_2022_Programs,VIEW,
Projections_Report_Walmart_2023_Programs_Export,VIEW,
Projections_Report_Walmart_US_Projections,VIEW,
Projections_Report_Weekly_Orders_by_Customer,VIEW,
Projections_Report_Weekly_Orders_Review_Orders_Prj,VIEW,
Projections_Report_Weekly_Prj_Report,VIEW,
Projections_Report_WMT_PROJ,VIEW,
Retailer_Forecasts,TABLE,
Retailer_Promotions,TABLE,
Retailer_Sales,TABLE,
Sales_Amazon,TABLE,
Shipment_Detail,TABLE,
Styles,TABLE,
Suggested_PO_ETAs,TABLE,
Sup_PO_Cust_Ord_Alloc_,TABLE,
Supplier_PO_Customer_Allocations,TABLE,
Supplier_POs,TABLE,
Temp_Unique_Order_History,TABLE,
User_Focus,TABLE,
Warehouse_Receipts,TABLE,
Weeks,TABLE,
Whse_Messages,TABLE,
